id,pic,line,x0,y0,x1,y1,w0,c_gray,red,green,blue,alpha
106,1,3,320,219,324,217,9.767427,0,0,0,0,0
107,1,3,324,217,329,212,9.779636,0,0,0,0,0
108,1,3,329,212,334,209,9.761324,0,0,0,0,0
109,1,3,334,209,338,205,9.769869,0,0,0,0,0
110,1,3,338,205,340,203,9.77109,0,0,0,0,0
111,1,3,340,203,343,201,9.760103,0,0,0,0,0
112,1,3,343,201,344,199,9.78574,0,0,0,0,0
113,1,3,344,199,345,199,9.78574,0,0,0,0,0
114,1,3,345,199,344,198,9.335246,0,0,0,0,0
115,1,3,344,198,343,198,7.0534735,0,0,0,0,0
116,1,3,343,198,340,198,5.3332925,0,0,0,0,0
117,1,4,341,195,342,194,6.2977657,0,0,0,0,0
118,1,4,342,194,342,194,7.083995,0,0,0,0,0
119,1,4,342,194,343,194,7.884874,0,0,0,0,0
120,1,4,343,194,343,194,8.223049,0,0,0,0,0
121,1,4,343,194,343,195,8.829813,0,0,0,0,0
122,1,4,343,195,343,195,9.106947,0,0,0,0,0
123,1,4,343,195,343,196,9.718594,0,0,0,0,0
124,1,4,343,196,344,197,10.622025,0,0,0,0,0
125,1,4,344,197,346,200,11.093273,0,0,0,0,0
126,1,4,346,200,347,206,11.8587475,0,0,0,0,0
127,1,4,347,206,349,210,12.217678,0,0,0,0,0
128,1,4,349,210,352,214,13.0503,0,0,0,0,0
129,1,4,352,214,354,218,13.760835,0,0,0,0,0
130,1,4,354,218,356,221,14.102674,0,0,0,0,0
131,1,4,356,221,359,226,14.490905,0,0,0,0,0
132,1,4,359,226,362,233,14.67037,0,0,0,0,0
133,1,4,362,233,364,236,15.0,0,0,0,0,0
134,1,4,364,236,370,242,15.0,0,0,0,0,0
135,1,4,370,242,375,248,15.0,0,0,0,0,0
136,1,4,375,248,380,252,15.0,0,0,0,0,0
137,1,4,380,252,385,255,15.0,0,0,0,0,0
138,1,4,385,255,395,260,15.0,0,0,0,0,0
139,1,4,395,260,404,265,15.0,0,0,0,0,0
140,1,4,404,265,413,270,15.0,0,0,0,0,0
141,1,4,413,270,422,275,15.0,0,0,0,0,0
142,1,4,422,275,432,280,15.0,0,0,0,0,0
143,1,4,432,280,441,285,15.0,0,0,0,0,0
144,1,4,441,285,451,288,15.0,0,0,0,0,0
145,1,4,451,288,460,291,15.0,0,0,0,0,0
146,1,4,460,291,468,294,15.0,0,0,0,0,0
147,1,4,468,294,476,297,15.0,0,0,0,0,0
148,1,4,476,297,483,298,15.0,0,0,0,0,0
149,1,4,483,298,495,299,15.0,0,0,0,0,0
150,1,4,495,299,501,299,15.0,0,0,0,0,0
151,1,4,501,299,502,297,11.534,0,0,0,0,0
152,1,4,502,297,497,293,5.1928945,0,0,0,0,0
153,1,4,497,293,489,289,5.0,0,0,0,0,0
154,1,5,304,337,309,338,6.638384,0,0,0,0,0
155,1,5,309,338,314,338,7.1841044,0,0,0,0,0
156,1,5,314,338,320,339,8.235258,0,0,0,0,0
157,1,5,320,339,326,339,9.186302,0,0,0,0,0
158,1,5,326,339,332,340,9.474423,0,0,0,0,0
159,1,5,332,340,338,341,9.878525,0,0,0,0,0
160,1,5,338,341,343,341,9.992064,0,0,0,0,0
161,1,5,343,341,349,342,10.294836,0,0,0,0,0
162,1,5,349,342,355,342,10.54389,0,0,0,0,0
163,1,5,355,342,361,343,10.598828,0,0,0,0,0
164,1,5,361,343,366,342,10.600049,0,0,0,0,0
165,1,5,366,342,370,341,10.60127,0,0,0,0,0
166,1,5,370,341,373,340,9.757661,0,0,0,0,0
167,1,5,373,340,373,339,6.079233,0,0,0,0,0
168,1,5,373,339,370,336,5.0,0,0,0,0,0
169,1,6,153,504,150,502,6.5724573,0,0,0,0,0
170,1,6,150,502,146,500,6.893542,0,0,0,0,0
171,1,6,146,500,143,498,7.49298,0,0,0,0,0
172,1,6,143,498,138,497,8.10951,0,0,0,0,0
173,1,6,138,497,133,497,8.390306,0,0,0,0,0
174,1,6,133,497,127,498,9.081308,0,0,0,0,0
175,1,6,127,498,122,500,9.434135,0,0,0,0,0
176,1,6,122,500,111,504,9.465878,0,0,0,0,0
177,1,6,111,504,105,509,9.451227,0,0,0,0,0
178,1,6,105,509,95,521,9.44146,0,0,0,0,0
179,1,6,95,521,90,530,9.435356,0,0,0,0,0
180,1,6,90,530,89,537,9.495178,0,0,0,0,0
181,1,6,89,537,93,544,9.677085,0,0,0,0,0
182,1,6,93,544,100,546,9.782078,0,0,0,0,0
183,1,6,100,546,112,544,9.880966,0,0,0,0,0
184,1,6,112,544,129,538,9.915151,0,0,0,0,0
185,1,6,129,538,138,532,9.922476,0,0,0,0,0
186,1,6,138,532,150,521,9.926138,0,0,0,0,0
187,1,6,150,521,155,512,9.942009,0,0,0,0,0
188,1,6,155,512,156,507,9.946893,0,0,0,0,0
189,1,6,156,507,156,502,9.97253,0,0,0,0,0
190,1,6,156,502,154,502,9.976193,0,0,0,0,0
191,1,6,154,502,152,505,9.945672,0,0,0,0,0
192,1,6,152,505,150,512,9.938347,0,0,0,0,0
193,1,6,150,512,150,520,9.963985,0,0,0,0,0
194,1,6,150,520,153,526,9.977414,0,0,0,0,0
195,1,6,153,526,163,532,9.97253,0,0,0,0,0
196,1,6,163,532,170,534,9.915151,0,0,0,0,0
197,1,6,170,534,183,533,8.506288,0,0,0,0,0
198,1,6,183,533,190,531,7.167012,0,0,0,0,0
199,1,6,190,531,196,527,5.0,0,0,0,0,0
200,1,7,253,453,254,450,6.6566963,0,0,0,0,0
201,1,7,254,450,255,449,6.914296,0,0,0,0,0
202,1,7,255,449,256,448,7.39287,0,0,0,0,0
203,1,7,256,448,258,449,8.42449,0,0,0,0,0
204,1,7,258,449,259,451,9.204615,0,0,0,0,0
205,1,7,259,451,258,459,10.1324625,0,0,0,0,0
206,1,7,258,459,255,474,10.419363,0,0,0,0,0
207,1,7,255,474,250,493,10.479184,0,0,0,0,0
208,1,7,250,493,246,512,10.4938345,0,0,0,0,0
209,1,7,246,512,243,527,10.446221,0,0,0,0,0
210,1,7,243,527,242,538,10.446221,0,0,0,0,0
211,1,7,242,538,240,543,10.482847,0,0,0,0,0
212,1,7,240,543,240,545,10.48773,0,0,0,0,0
213,1,7,240,545,240,544,10.45843,0,0,0,0,0
214,1,7,240,544,240,541,10.419363,0,0,0,0,0
215,1,7,240,541,242,535,10.4095955,0,0,0,0,0
216,1,7,242,535,246,527,10.4157,0,0,0,0,0
217,1,7,246,527,250,518,10.40105,0,0,0,0,0
218,1,7,250,518,255,508,10.3412285,0,0,0,0,0
219,1,7,255,508,260,500,10.316811,0,0,0,0,0
220,1,7,260,500,267,494,10.3131485,0,0,0,0,0
221,1,7,267,494,277,489,10.3009405,0,0,0,0,0
222,1,7,277,489,285,487,10.292395,0,0,0,0,0
223,1,7,285,487,293,489,10.298498,0,0,0,0,0
224,1,7,293,489,299,494,10.307045,0,0,0,0,0
225,1,7,299,494,302,501,10.322915,0,0,0,0,0
226,1,7,302,501,302,508,10.350995,0,0,0,0,0
227,1,7,302,508,296,515,10.383959,0,0,0,0,0
228,1,7,296,515,285,522,10.379075,0,0,0,0,0
229,1,7,285,522,271,526,10.413259,0,0,0,0,0
230,1,7,271,526,259,528,10.325357,0,0,0,0,0
231,1,7,259,528,250,529,8.771213,0,0,0,0,0
232,1,7,250,529,246,528,5.3857894,0,0,0,0,0
233,1,7,246,528,246,525,5.0,0,0,0,0,0
234,1,8,365,497,364,495,6.7970943,0,0,0,0,0
235,1,8,364,495,362,493,7.5064096,0,0,0,0,0
236,1,8,362,493,357,493,7.8360395,0,0,0,0,0
237,1,8,357,493,351,493,8.236479,0,0,0,0,0
238,1,8,351,493,342,497,8.536809,0,0,0,0,0
239,1,8,342,497,332,503,8.992187,0,0,0,0,0
240,1,8,332,503,323,513,9.120377,0,0,0,0,0
241,1,8,323,513,318,522,9.192406,0,0,0,0,0
242,1,8,318,522,320,529,9.537908,0,0,0,0,0
243,1,8,320,529,329,532,9.885851,0,0,0,0,0
244,1,8,329,532,340,531,9.943231,0,0,0,0,0
245,1,8,340,531,353,525,10.034794,0,0,0,0,0
246,1,8,353,525,363,516,10.067758,0,0,0,0,0
247,1,8,363,516,369,506,10.078745,0,0,0,0,0
248,1,8,369,506,368,497,10.051887,0,0,0,0,0
249,1,8,368,497,365,493,9.9005,0,0,0,0,0
250,1,8,365,493,358,491,8.440361,0,0,0,0,0
251,1,8,358,491,353,494,5.5249662,0,0,0,0,0
252,1,8,353,494,349,498,5.0,0,0,0,0,0
253,1,9,424,493,426,490,6.1756806,0,0,0,0,0
254,1,9,426,490,424,488,7.0669026,0,0,0,0,0
255,1,9,424,488,418,488,7.3074102,0,0,0,0,0
256,1,9,418,488,407,492,7.864119,0,0,0,0,0
257,1,9,407,492,397,502,7.970333,0,0,0,0,0
258,1,9,397,502,391,512,8.158344,0,0,0,0,0
259,1,9,391,512,393,520,8.55268,0,0,0,0,0
260,1,9,393,520,403,523,8.662557,0,0,0,0,0
261,1,9,403,523,416,522,8.855452,0,0,0,0,0
262,1,9,416,522,429,517,8.928702,0,0,0,0,0
263,1,9,429,517,440,510,9.136248,0,0,0,0,0
264,1,9,440,510,445,502,9.220486,0,0,0,0,0
265,1,9,445,502,444,494,9.242461,0,0,0,0,0
266,1,9,444,494,439,488,9.220486,0,0,0,0,0
267,1,9,439,488,432,484,8.961665,0,0,0,0,0
268,1,9,432,484,427,483,7.1523623,0,0,0,0,0
269,1,9,427,483,423,484,5.0,0,0,0,0,0
270,1,10,496,446,498,446,6.0023193,0,0,0,0,0
271,1,10,498,446,499,448,7.124283,0,0,0,0,0
272,1,10,499,448,498,452,7.5259433,0,0,0,0,0
273,1,10,498,452,492,462,8.296301,0,0,0,0,0
274,1,10,492,462,486,473,8.5026245,0,0,0,0,0
275,1,10,486,473,477,495,8.568551,0,0,0,0,0
276,1,10,477,495,471,511,8.5587845,0,0,0,0,0
277,1,10,471,511,465,522,8.48065,0,0,0,0,0
278,1,10,465,522,462,528,7.728605,0,0,0,0,0
279,1,10,462,528,460,530,6.6469297,0,0,0,0,0
280,1,10,460,530,460,529,5.0,0,0,0,0,0
281,1,11,509,484,512,484,6.1256256,0,0,0,0,0
282,1,11,512,484,514,485,6.378342,0,0,0,0,0
283,1,11,514,485,514,487,6.9008665,0,0,0,0,0
284,1,11,514,487,512,491,7.3379316,0,0,0,0,0
285,1,11,512,491,508,497,7.5308266,0,0,0,0,0
286,1,11,508,497,501,504,7.948358,0,0,0,0,0
287,1,11,501,504,495,509,8.048468,0,0,0,0,0
288,1,11,495,509,489,513,8.0850935,0,0,0,0,0
289,1,11,489,513,483,515,8.113173,0,0,0,0,0
290,1,11,483,515,478,515,8.1412525,0,0,0,0,0
291,1,11,478,515,475,513,8.353682,0,0,0,0,0
292,1,11,475,513,472,508,8.762667,0,0,0,0,0
293,1,11,472,508,472,506,8.859114,0,0,0,0,0
294,1,11,472,506,475,504,9.047125,0,0,0,0,0
295,1,11,475,504,479,506,9.369431,0,0,0,0,0
296,1,11,479,506,482,509,9.6026125,0,0,0,0,0
297,1,11,482,509,489,518,9.728361,0,0,0,0,0
298,1,11,489,518,499,525,9.7430105,0,0,0,0,0
299,1,11,499,525,509,530,9.758882,0,0,0,0,0
300,1,11,509,530,525,534,9.794287,0,0,0,0,0
301,1,11,525,534,538,536,9.763765,0,0,0,0,0
302,1,11,538,536,548,537,9.388964,0,0,0,0,0
303,1,11,548,537,550,537,7.469784,0,0,0,0,0
304,1,11,550,537,549,536,5.0,0,0,0,0,0
305,2,1,186,321,187,323,6.803199,0,0,0,0,0
306,2,1,187,323,187,323,8.260897,0,0,0,0,0
307,2,1,187,323,188,323,9.612379,0,0,0,0,0
308,2,1,188,323,188,323,10.3131485,0,0,0,0,0
309,2,1,188,323,188,323,12.305579,0,0,0,0,0
310,2,1,188,323,188,323,13.649737,0,0,0,0,0
311,2,1,188,323,188,324,14.001343,0,0,0,0,0
312,2,1,188,324,188,325,14.808327,0,0,0,0,0
313,2,1,188,325,189,332,15.0,0,0,0,0,0
314,2,1,189,332,190,340,15.0,0,0,0,0,0
315,2,1,190,340,192,350,15.0,0,0,0,0,0
316,2,1,192,350,194,362,15.0,0,0,0,0,0
317,2,1,194,362,195,373,15.0,0,0,0,0,0
318,2,1,195,373,196,383,15.0,0,0,0,0,0
319,2,1,196,383,197,389,15.0,0,0,0,0,0
320,2,1,197,389,196,394,14.490905,0,0,0,0,0
321,2,1,196,394,196,397,10.712367,0,0,0,0,0
322,2,1,196,397,194,400,7.3257236,0,0,0,0,0
323,2,1,194,400,190,400,5.0,0,0,0,0,0
324,2,2,330,147,334,144,6.135392,0,0,0,0,0
325,2,2,334,144,335,141,7.5821023,0,0,0,0,0
326,2,2,335,141,336,140,8.016726,0,0,0,0,0
327,2,2,336,140,336,140,9.142351,0,0,0,0,0
328,2,2,336,140,336,140,10.138567,0,0,0,0,0
329,2,2,336,140,338,145,11.068856,0,0,0,0,0
330,2,2,338,145,338,153,12.161519,0,0,0,0,0
331,2,2,338,153,338,164,12.99414,0,0,0,0,0
332,2,2,338,164,336,183,13.807228,0,0,0,0,0
333,2,2,336,183,334,214,14.12587,0,0,0,0,0
334,2,2,334,214,333,242,14.201563,0,0,0,0,0
335,2,2,333,242,331,271,14.319985,0,0,0,0,0
336,2,2,331,271,329,294,14.489683,0,0,0,0,0
337,2,2,329,294,328,322,15.0,0,0,0,0,0
338,2,2,328,322,327,354,15.0,0,0,0,0,0
339,2,2,327,354,328,377,15.0,0,0,0,0,0
340,2,2,328,377,329,390,15.0,0,0,0,0,0
341,2,2,329,390,331,405,15.0,0,0,0,0,0
342,2,2,331,405,335,416,15.0,0,0,0,0,0
343,2,2,335,416,336,422,15.0,0,0,0,0,0
344,2,2,336,422,337,427,15.0,0,0,0,0,0
345,2,2,337,427,337,430,15.0,0,0,0,0,0
346,2,2,337,430,338,432,15.0,0,0,0,0,0
347,2,2,338,432,339,432,14.592236,0,0,0,0,0
348,2,2,339,432,339,430,9.910267,0,0,0,0,0
349,2,2,339,430,338,425,7.418508,0,0,0,0,0
350,2,2,338,425,337,419,5.0,0,0,0,0,0
351,2,3,447,262,448,262,7.2073007,0,0,0,0,0
352,2,3,448,262,449,262,8.684532,0,0,0,0,0
353,2,3,449,262,449,263,9.329142,0,0,0,0,0
354,2,3,449,263,450,268,11.220242,0,0,0,0,0
355,2,3,450,268,450,278,13.09425,0,0,0,0,0
356,2,3,450,278,449,297,13.744964,0,0,0,0,0
357,2,3,449,297,447,312,14.895006,0,0,0,0,0
358,2,3,447,312,447,334,15.0,0,0,0,0,0
359,2,3,447,334,447,355,15.0,0,0,0,0,0
360,2,3,447,355,448,372,14.984129,0,0,0,0,0
361,2,3,448,372,449,383,12.891588,0,0,0,0,0
362,2,3,449,383,448,388,11.013918,0,0,0,0,0
363,2,3,448,388,445,387,5.819192,0,0,0,0,0
364,2,3,445,387,439,383,5.0,0,0,0,0,0
365,2,4,190,436,190,436,6.915517,0,0,0,0,0
366,2,4,190,436,191,436,8.373215,0,0,0,0,0
367,2,4,191,436,194,435,9.196069,0,0,0,0,0
368,2,4,194,435,197,434,11.839214,0,0,0,0,0
369,2,4,197,434,203,432,13.470272,0,0,0,0,0
370,2,4,203,432,211,429,15.0,0,0,0,0,0
371,2,4,211,429,223,425,15.0,0,0,0,0,0
372,2,4,223,425,239,419,15.0,0,0,0,0,0
373,2,4,239,419,259,412,15.0,0,0,0,0,0
374,2,4,259,412,280,406,15.0,0,0,0,0,0
375,2,4,280,406,300,401,15.0,0,0,0,0,0
376,2,4,300,401,318,395,15.0,0,0,0,0,0
377,2,4,318,395,339,391,15.0,0,0,0,0,0
378,2,4,339,391,353,388,15.0,0,0,0,0,0
379,2,4,353,388,366,386,15.0,0,0,0,0,0
380,2,4,366,386,380,383,15.0,0,0,0,0,0
381,2,4,380,383,395,380,15.0,0,0,0,0,0
382,2,4,395,380,410,377,15.0,0,0,0,0,0
383,2,4,410,377,419,375,15.0,0,0,0,0,0
384,2,4,419,375,427,374,15.0,0,0,0,0,0
385,2,4,427,374,437,374,15.0,0,0,0,0,0
386,2,4,437,374,446,374,15.0,0,0,0,0,0
387,2,4,446,374,456,374,15.0,0,0,0,0,0
388,2,4,456,374,467,374,15.0,0,0,0,0,0
389,2,4,467,374,475,375,15.0,0,0,0,0,0
390,2,4,475,375,481,375,15.0,0,0,0,0,0
391,2,4,481,375,487,376,15.0,0,0,0,0,0
392,2,4,487,376,492,376,15.0,0,0,0,0,0
393,2,4,492,376,495,376,15.0,0,0,0,0,0
394,2,4,495,376,499,375,15.0,0,0,0,0,0
395,2,4,499,375,498,375,15.0,0,0,0,0,0
396,2,4,498,375,497,374,11.867293,0,0,0,0,0
397,2,4,497,374,492,371,5.246612,0,0,0,0,0
398,2,4,492,371,487,368,5.0,0,0,0,0,0
399,2,5,198,396,197,397,5.4358444,0,0,0,0,0
400,2,5,197,397,197,397,5.952265,0,0,0,0,0
401,2,5,197,397,197,397,6.0413866,0,0,0,0,0
402,2,5,197,397,197,397,6.080454,0,0,0,0,0
403,2,5,197,397,197,397,6.1866684,0,0,0,0,0
404,2,5,197,397,197,397,6.3258457,0,0,0,0,0
405,2,5,197,397,197,397,6.526065,0,0,0,0,0
406,2,5,197,397,197,397,6.6188498,0,0,0,0,0
407,2,5,197,397,197,397,6.7140765,0,0,0,0,0
408,2,5,197,397,198,397,6.7934318,0,0,0,0,0
409,2,5,198,397,198,396,6.816628,0,0,0,0,0
410,2,5,198,396,199,396,6.856916,0,0,0,0,0
411,2,5,199,396,199,395,6.943597,0,0,0,0,0
412,2,5,199,395,200,395,6.986326,0,0,0,0,0
413,2,5,200,395,200,395,7.0766697,0,0,0,0,0
414,2,5,200,395,200,395,7.16335,0,0,0,0,0
415,2,5,200,395,200,395,7.2024174,0,0,0,0,0
416,2,5,200,395,200,395,7.27811,0,0,0,0,0
417,2,5,200,395,200,395,7.284214,0,0,0,0,0
418,2,5,200,395,200,395,7.287877,0,0,0,0,0
419,2,5,200,395,200,396,7.2866564,0,0,0,0,0
420,2,5,200,396,200,398,7.2866564,0,0,0,0,0
421,2,5,200,398,200,399,7.284214,0,0,0,0,0
422,2,5,200,399,200,401,7.2866564,0,0,0,0,0
423,2,5,200,401,200,402,7.3257236,0,0,0,0,0
424,2,5,200,402,199,404,7.4221706,0,0,0,0,0
425,2,5,199,404,199,405,7.4905386,0,0,0,0,0
426,2,5,199,405,199,407,7.5869856,0,0,0,0,0
427,2,5,199,407,199,408,7.7554636,0,0,0,0,0
428,2,5,199,408,199,408,7.8409233,0,0,0,0,0
429,2,5,199,408,199,409,7.8921986,0,0,0,0,0
430,2,5,199,409,199,409,7.898303,0,0,0,0,0
431,2,5,199,409,199,410,7.9214993,0,0,0,0,0
432,2,5,199,410,200,411,8.004518,0,0,0,0,0
433,2,5,200,411,200,411,8.05213,0,0,0,0,0
434,2,5,200,411,201,412,8.155903,0,0,0,0,0
435,2,5,201,412,201,412,8.224271,0,0,0,0,0
436,2,5,201,412,201,413,8.236479,0,0,0,0,0
437,2,5,201,413,201,414,8.236479,0,0,0,0,0
438,2,5,201,414,201,415,8.240142,0,0,0,0,0
439,2,5,201,415,201,416,8.245025,0,0,0,0,0
440,2,5,201,416,202,416,8.25235,0,0,0,0,0
441,2,5,202,416,202,416,8.245025,0,0,0,0,0
442,2,5,202,416,202,417,8.248688,0,0,0,0,0
443,2,5,202,417,202,417,8.25235,0,0,0,0,0
444,2,5,202,417,202,417,8.254791,0,0,0,0,0
445,2,5,202,417,202,418,8.246246,0,0,0,0,0
446,2,5,202,418,202,418,8.248688,0,0,0,0,0
447,2,5,202,418,202,419,8.259675,0,0,0,0,0
448,2,5,202,419,202,419,8.248688,0,0,0,0,0
449,2,5,202,419,202,420,8.258454,0,0,0,0,0
450,2,5,202,420,202,420,8.259675,0,0,0,0,0
451,2,5,202,420,202,421,8.256013,0,0,0,0,0
452,2,5,202,421,201,422,8.248688,0,0,0,0,0
453,2,5,201,422,201,423,8.253571,0,0,0,0,0
454,2,5,201,423,201,424,8.256013,0,0,0,0,0
455,2,5,201,424,201,425,8.251129,0,0,0,0,0
456,2,5,201,425,201,425,8.253571,0,0,0,0,0
457,2,5,201,425,200,426,8.245025,0,0,0,0,0
458,2,5,200,426,200,427,8.240142,0,0,0,0,0
459,2,5,200,427,200,428,8.242583,0,0,0,0,0
460,2,5,200,428,200,429,8.246246,0,0,0,0,0
461,2,5,200,429,199,429,8.246246,0,0,0,0,0
462,2,5,199,429,199,429,8.256013,0,0,0,0,0
463,2,5,199,429,199,429,8.25235,0,0,0,0,0
464,2,5,199,429,199,429,8.248688,0,0,0,0,0
465,2,5,199,429,199,429,8.257234,0,0,0,0,0
466,2,5,199,429,199,430,8.253571,0,0,0,0,0
467,2,5,199,430,199,430,8.259675,0,0,0,0,0
468,2,5,199,430,199,430,8.285313,0,0,0,0,0
469,2,5,199,430,199,429,8.288976,0,0,0,0,0
470,2,5,199,429,200,427,8.287755,0,0,0,0,0
471,2,5,200,427,200,425,8.296301,0,0,0,0,0
472,2,5,200,425,201,423,8.301184,0,0,0,0,0
473,2,5,201,423,201,420,8.303626,0,0,0,0,0
474,2,5,201,420,202,417,8.331705,0,0,0,0,0
475,2,5,202,417,202,415,8.35246,0,0,0,0,0
476,2,5,202,415,202,413,8.422049,0,0,0,0,0
477,2,5,202,413,203,411,8.451349,0,0,0,0,0
478,2,5,203,411,203,410,8.456232,0,0,0,0,0
